entity_count,specific_verb,generic_verb,propositions,locative,hedge,deictic,metacomment,self_correction,diminutive,quantity,n_word,entity_count_per100,specific_verb_per100,generic_verb_per100,propositions_per100,locative_per100,hedge_per100,deictic_per100,metacomment_per100,self_correction_per100,diminutive_per100,quantity_per100,specific_verb_ratio,region_breadth,label,file
16,6,4,10,5,1,0,0,0,1,1,86,18.6046511627907,6.976744186046512,4.651162790697675,11.627906976744185,5.813953488372093,1.1627906976744187,0.0,0.0,0.0,1.1627906976744187,1.1627906976744187,0.6,3,0,127tr0.txt
13,10,2,8,3,0,0,0,0,0,2,75,17.333333333333332,13.333333333333334,2.6666666666666665,10.666666666666666,4.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.8333333333333334,2,0,128tr0.txt
16,8,4,17,5,1,1,0,0,3,1,104,15.384615384615385,7.6923076923076925,3.8461538461538463,16.346153846153847,4.8076923076923075,0.9615384615384616,0.9615384615384616,0.0,0.0,2.8846153846153846,0.9615384615384616,0.6666666666666666,1,0,129tr0.txt
15,5,5,20,3,0,1,0,0,4,1,78,19.23076923076923,6.410256410256411,6.410256410256411,25.641025641025642,3.8461538461538463,0.0,1.2820512820512822,0.0,0.0,5.128205128205129,1.2820512820512822,0.5,2,0,12tr0.txt
15,9,1,10,3,0,1,0,0,1,0,63,23.80952380952381,14.285714285714286,1.5873015873015872,15.873015873015873,4.761904761904762,0.0,1.5873015873015872,0.0,0.0,1.5873015873015872,0.0,0.9,2,0,130tr0.txt
17,10,2,13,5,1,1,1,0,2,1,81,20.987654320987655,12.345679012345679,2.4691358024691357,16.049382716049383,6.172839506172839,1.2345679012345678,1.2345679012345678,1.2345679012345678,0.0,2.4691358024691357,1.2345679012345678,0.8333333333333334,2,0,131tr0.txt
17,9,2,10,4,1,1,0,0,1,0,79,21.518987341772153,11.39240506329114,2.5316455696202533,12.658227848101266,5.063291139240507,1.2658227848101267,1.2658227848101267,0.0,0.0,1.2658227848101267,0.0,0.8181818181818182,2,0,132tr0.txt
15,8,3,9,3,2,2,0,0,1,0,58,25.862068965517242,13.793103448275861,5.172413793103448,15.517241379310345,5.172413793103448,3.4482758620689653,3.4482758620689653,0.0,0.0,1.7241379310344827,0.0,0.7272727272727273,1,0,133tr0.txt
13,8,1,6,2,0,1,0,0,2,1,53,24.528301886792452,15.09433962264151,1.8867924528301887,11.320754716981131,3.7735849056603774,0.0,1.8867924528301887,0.0,0.0,3.7735849056603774,1.8867924528301887,0.8888888888888888,2,0,134tr0.txt
13,10,0,5,1,1,0,0,0,0,0,41,31.70731707317073,24.390243902439025,0.0,12.195121951219512,2.4390243902439024,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,1.0,1,0,135tr0.txt
21,10,3,16,5,0,1,1,1,1,4,98,21.428571428571427,10.204081632653061,3.061224489795918,16.3265306122449,5.1020408163265305,0.0,1.0204081632653061,1.0204081632653061,1.0204081632653061,1.0204081632653061,4.081632653061225,0.7692307692307693,3,0,136tr0.txt
16,11,5,13,3,0,1,0,0,4,6,81,19.753086419753085,13.580246913580247,6.172839506172839,16.049382716049383,3.7037037037037037,0.0,1.2345679012345678,0.0,0.0,4.938271604938271,7.407407407407407,0.6875,2,0,137tr0.txt
16,9,1,13,2,1,1,1,0,1,0,74,21.62162162162162,12.162162162162161,1.3513513513513513,17.56756756756757,2.7027027027027026,1.3513513513513513,1.3513513513513513,1.3513513513513513,0.0,1.3513513513513513,0.0,0.9,1,0,138tr0.txt
17,8,3,15,3,0,0,0,0,2,3,91,18.681318681318682,8.791208791208792,3.2967032967032965,16.483516483516482,3.2967032967032965,0.0,0.0,0.0,0.0,2.197802197802198,3.2967032967032965,0.7272727272727273,2,0,139tr0.txt
17,9,3,16,5,0,1,0,0,2,2,96,17.708333333333332,9.375,3.125,16.666666666666668,5.208333333333333,0.0,1.0416666666666667,0.0,0.0,2.0833333333333335,2.0833333333333335,0.75,3,0,13tr0.txt
16,9,2,19,3,2,0,0,1,0,0,78,20.512820512820515,11.538461538461538,2.5641025641025643,24.358974358974358,3.8461538461538463,2.5641025641025643,0.0,0.0,1.2820512820512822,0.0,0.0,0.8181818181818182,1,0,140tr0.txt
18,10,1,6,2,1,0,0,0,2,0,70,25.714285714285715,14.285714285714286,1.4285714285714286,8.571428571428571,2.857142857142857,1.4285714285714286,0.0,0.0,0.0,2.857142857142857,0.0,0.9090909090909091,2,0,141tr0.txt
14,11,3,11,4,1,1,0,0,3,0,102,13.72549019607843,10.784313725490197,2.9411764705882355,10.784313725490197,3.9215686274509802,0.9803921568627451,0.9803921568627451,0.0,0.0,2.9411764705882355,0.0,0.7857142857142857,3,0,142tr0.txt
16,11,2,11,5,0,0,0,0,2,0,70,22.857142857142858,15.714285714285714,2.857142857142857,15.714285714285714,7.142857142857143,0.0,0.0,0.0,0.0,2.857142857142857,0.0,0.8461538461538461,2,0,143tr0.txt
14,8,2,15,3,0,0,0,0,0,2,84,16.666666666666668,9.523809523809524,2.380952380952381,17.857142857142858,3.5714285714285716,0.0,0.0,0.0,0.0,0.0,2.380952380952381,0.8,2,0,144tr0.txt
7,6,0,2,1,0,0,0,0,0,0,19,36.8421052631579,31.57894736842105,0.0,10.526315789473685,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,145tr0.txt
16,10,2,15,2,0,1,1,0,2,3,63,25.396825396825395,15.873015873015873,3.1746031746031744,23.80952380952381,3.1746031746031744,0.0,1.5873015873015872,1.5873015873015872,0.0,3.1746031746031744,4.761904761904762,0.8333333333333334,2,0,146tr0.txt
17,10,1,8,2,1,1,0,0,4,0,54,31.48148148148148,18.51851851851852,1.8518518518518519,14.814814814814815,3.7037037037037037,1.8518518518518519,1.8518518518518519,0.0,0.0,7.407407407407407,0.0,0.9090909090909091,2,0,147tr0.txt
15,10,2,8,3,0,1,0,0,2,0,63,23.80952380952381,15.873015873015873,3.1746031746031744,12.698412698412698,4.761904761904762,0.0,1.5873015873015872,0.0,0.0,3.1746031746031744,0.0,0.8333333333333334,1,0,148tr0.txt
14,9,3,14,3,0,1,0,1,3,2,94,14.893617021276595,9.574468085106384,3.1914893617021276,14.893617021276595,3.1914893617021276,0.0,1.0638297872340425,0.0,1.0638297872340425,3.1914893617021276,2.127659574468085,0.75,2,0,149tr0.txt
17,10,2,14,3,0,1,0,0,0,0,55,30.90909090909091,18.181818181818183,3.6363636363636362,25.454545454545453,5.454545454545454,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.8333333333333334,2,0,14tr0.txt
18,9,4,17,3,1,1,0,0,0,4,73,24.65753424657534,12.32876712328767,5.47945205479452,23.28767123287671,4.109589041095891,1.36986301369863,1.36986301369863,0.0,0.0,0.0,5.47945205479452,0.6923076923076923,2,0,150tr0.txt
12,9,2,11,7,0,0,0,0,0,0,66,18.181818181818183,13.636363636363637,3.0303030303030303,16.666666666666668,10.606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,1,0,151tr0.txt
13,8,1,10,3,0,0,0,0,0,0,67,19.402985074626866,11.940298507462687,1.492537313432836,14.925373134328359,4.477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1,0,152tr0.txt
14,10,3,9,3,0,0,0,0,4,1,67,20.895522388059703,14.925373134328359,4.477611940298507,13.432835820895523,4.477611940298507,0.0,0.0,0.0,0.0,5.970149253731344,1.492537313432836,0.7692307692307693,2,0,153tr0.txt
16,13,1,19,2,0,1,1,0,1,0,65,24.615384615384617,20.0,1.5384615384615385,29.23076923076923,3.076923076923077,0.0,1.5384615384615385,1.5384615384615385,0.0,1.5384615384615385,0.0,0.9285714285714286,2,0,154tr0.txt
17,10,2,20,3,1,1,0,0,4,1,103,16.50485436893204,9.70873786407767,1.941747572815534,19.41747572815534,2.912621359223301,0.970873786407767,0.970873786407767,0.0,0.0,3.883495145631068,0.970873786407767,0.8333333333333334,2,0,155tr0.txt
13,9,4,14,5,0,1,0,0,3,2,93,13.978494623655914,9.67741935483871,4.301075268817204,15.053763440860216,5.376344086021505,0.0,1.075268817204301,0.0,0.0,3.225806451612903,2.150537634408602,0.6923076923076923,2,0,156tr0.txt
16,8,2,14,4,3,2,1,0,1,1,118,13.559322033898304,6.779661016949152,1.694915254237288,11.864406779661017,3.389830508474576,2.542372881355932,1.694915254237288,0.847457627118644,0.0,0.847457627118644,0.847457627118644,0.8,2,0,157tr0.txt
14,10,1,9,1,0,0,0,0,1,1,49,28.571428571428573,20.408163265306122,2.0408163265306123,18.367346938775512,2.0408163265306123,0.0,0.0,0.0,0.0,2.0408163265306123,2.0408163265306123,0.9090909090909091,1,0,158tr0.txt
14,10,1,15,5,3,2,0,0,2,0,66,21.21212121212121,15.151515151515152,1.5151515151515151,22.727272727272727,7.575757575757576,4.545454545454546,3.0303030303030303,0.0,0.0,3.0303030303030303,0.0,0.9090909090909091,3,0,159tr0.txt
16,9,3,13,9,2,1,0,0,2,1,119,13.445378151260504,7.563025210084033,2.5210084033613445,10.92436974789916,7.563025210084033,1.680672268907563,0.8403361344537815,0.0,0.0,1.680672268907563,0.8403361344537815,0.75,2,0,15tr0.txt
7,7,1,7,3,0,0,0,0,2,0,37,18.91891891891892,18.91891891891892,2.7027027027027026,18.91891891891892,8.108108108108109,0.0,0.0,0.0,0.0,5.405405405405405,0.0,0.875,1,0,160tr0.txt
15,10,2,9,2,0,0,0,0,2,0,68,22.058823529411764,14.705882352941176,2.9411764705882355,13.235294117647058,2.9411764705882355,0.0,0.0,0.0,0.0,2.9411764705882355,0.0,0.8333333333333334,2,0,161tr0.txt
14,9,1,11,3,0,1,0,0,0,0,46,30.434782608695652,19.565217391304348,2.1739130434782608,23.91304347826087,6.521739130434782,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.9,2,0,162tr0.txt
20,8,4,10,3,0,1,0,0,1,2,94,21.27659574468085,8.51063829787234,4.25531914893617,10.638297872340425,3.1914893617021276,0.0,1.0638297872340425,0.0,0.0,1.0638297872340425,2.127659574468085,0.6666666666666666,1,0,163tr0.txt
15,7,1,8,1,0,1,0,0,1,0,61,24.59016393442623,11.475409836065573,1.639344262295082,13.114754098360656,1.639344262295082,0.0,1.639344262295082,0.0,0.0,1.639344262295082,0.0,0.875,1,0,164tr0.txt
13,9,0,5,0,0,1,0,0,0,0,34,38.23529411764706,26.470588235294116,0.0,14.705882352941176,0.0,0.0,2.9411764705882355,0.0,0.0,0.0,0.0,1.0,1,0,165tr0.txt
14,8,3,10,4,1,1,0,0,3,2,83,16.867469879518072,9.63855421686747,3.6144578313253013,12.048192771084338,4.819277108433735,1.2048192771084338,1.2048192771084338,0.0,0.0,3.6144578313253013,2.4096385542168677,0.7272727272727273,1,0,166tr0.txt
14,9,1,17,1,1,1,0,0,1,0,54,25.925925925925927,16.666666666666668,1.8518518518518519,31.48148148148148,1.8518518518518519,1.8518518518518519,1.8518518518518519,0.0,0.0,1.8518518518518519,0.0,0.9,1,0,167tr0.txt
13,6,4,11,3,2,1,0,0,4,1,89,14.606741573033707,6.741573033707865,4.49438202247191,12.359550561797754,3.3707865168539324,2.247191011235955,1.1235955056179776,0.0,0.0,4.49438202247191,1.1235955056179776,0.6,2,0,168tr0.txt
16,7,3,19,4,2,1,0,0,1,0,102,15.686274509803921,6.862745098039215,2.9411764705882355,18.627450980392158,3.9215686274509802,1.9607843137254901,0.9803921568627451,0.0,0.0,0.9803921568627451,0.0,0.7,1,0,169tr0.txt
14,11,5,12,2,0,1,0,0,3,0,68,20.58823529411765,16.176470588235293,7.352941176470588,17.647058823529413,2.9411764705882355,0.0,1.4705882352941178,0.0,0.0,4.411764705882353,0.0,0.6875,1,0,16tr0.txt
21,11,3,11,5,0,1,0,0,2,1,81,25.925925925925927,13.580246913580247,3.7037037037037037,13.580246913580247,6.172839506172839,0.0,1.2345679012345678,0.0,0.0,2.4691358024691357,1.2345679012345678,0.7857142857142857,3,0,170tr0.txt
13,9,1,11,4,0,0,0,0,2,0,67,19.402985074626866,13.432835820895523,1.492537313432836,16.417910447761194,5.970149253731344,0.0,0.0,0.0,0.0,2.985074626865672,0.0,0.9,2,0,171tr0.txt
17,10,1,10,6,0,1,0,0,3,1,87,19.54022988505747,11.494252873563218,1.1494252873563218,11.494252873563218,6.896551724137931,0.0,1.1494252873563218,0.0,0.0,3.4482758620689653,1.1494252873563218,0.9090909090909091,3,0,17tr0.txt
18,11,3,15,5,0,3,0,0,6,6,140,12.857142857142858,7.857142857142857,2.142857142857143,10.714285714285714,3.5714285714285716,0.0,2.142857142857143,0.0,0.0,4.285714285714286,4.285714285714286,0.7857142857142857,2,0,18tr0.txt
9,3,1,8,1,2,1,0,0,0,0,48,18.75,6.25,2.0833333333333335,16.666666666666668,2.0833333333333335,4.166666666666667,2.0833333333333335,0.0,0.0,0.0,0.0,0.75,1,0,19tr0.txt
17,11,3,18,7,3,3,0,0,3,1,140,12.142857142857142,7.857142857142857,2.142857142857143,12.857142857142858,5.0,2.142857142857143,2.142857142857143,0.0,0.0,2.142857142857143,0.7142857142857143,0.7857142857142857,2,0,1tr0.txt
11,7,0,4,0,0,0,0,0,1,0,41,26.829268292682926,17.073170731707318,0.0,9.75609756097561,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,0.0,1.0,1,0,20tr0.txt
19,9,2,12,4,3,2,0,0,2,1,82,23.170731707317074,10.975609756097562,2.4390243902439024,14.634146341463415,4.878048780487805,3.658536585365854,2.4390243902439024,0.0,0.0,2.4390243902439024,1.2195121951219512,0.8181818181818182,3,0,21tr0.txt
20,11,2,21,4,1,1,0,0,1,0,76,26.31578947368421,14.473684210526315,2.6315789473684212,27.63157894736842,5.2631578947368425,1.3157894736842106,1.3157894736842106,0.0,0.0,1.3157894736842106,0.0,0.8461538461538461,3,0,22tr0.txt
15,10,2,13,2,1,2,0,0,2,0,63,23.80952380952381,15.873015873015873,3.1746031746031744,20.634920634920636,3.1746031746031744,1.5873015873015872,3.1746031746031744,0.0,0.0,3.1746031746031744,0.0,0.8333333333333334,2,0,23tr0.txt
16,4,4,16,5,1,1,0,0,0,2,82,19.51219512195122,4.878048780487805,4.878048780487805,19.51219512195122,6.097560975609756,1.2195121951219512,1.2195121951219512,0.0,0.0,0.0,2.4390243902439024,0.5,1,0,24tr0.txt
9,5,2,10,1,0,1,0,0,1,0,56,16.071428571428573,8.928571428571429,3.5714285714285716,17.857142857142858,1.7857142857142858,0.0,1.7857142857142858,0.0,0.0,1.7857142857142858,0.0,0.7142857142857143,1,0,25tr0.txt
22,8,4,11,1,0,0,0,0,0,5,94,23.404255319148938,8.51063829787234,4.25531914893617,11.702127659574469,1.0638297872340425,0.0,0.0,0.0,0.0,0.0,5.319148936170213,0.6666666666666666,2,0,26tr0.txt
17,11,1,14,5,1,1,1,0,1,0,75,22.666666666666668,14.666666666666666,1.3333333333333333,18.666666666666668,6.666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,0.0,0.9166666666666666,2,0,27tr0.txt
13,9,3,10,3,1,0,0,0,1,0,59,22.033898305084747,15.254237288135593,5.084745762711864,16.949152542372882,5.084745762711864,1.694915254237288,0.0,0.0,0.0,1.694915254237288,0.0,0.75,2,0,28tr0.txt
21,9,3,23,4,2,2,1,0,0,1,116,18.103448275862068,7.758620689655173,2.586206896551724,19.82758620689655,3.4482758620689653,1.7241379310344827,1.7241379310344827,0.8620689655172413,0.0,0.0,0.8620689655172413,0.75,3,0,29tr0.txt
12,9,3,15,3,2,2,0,0,3,0,88,13.636363636363637,10.227272727272727,3.409090909090909,17.045454545454547,3.409090909090909,2.272727272727273,2.272727272727273,0.0,0.0,3.409090909090909,0.0,0.75,1,0,2tr0.txt
16,8,1,5,2,0,0,0,0,0,0,48,33.333333333333336,16.666666666666668,2.0833333333333335,10.416666666666666,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,2,0,30tr0.txt
17,10,1,12,1,2,1,0,0,1,0,73,23.28767123287671,13.698630136986301,1.36986301369863,16.438356164383563,1.36986301369863,2.73972602739726,1.36986301369863,0.0,0.0,1.36986301369863,0.0,0.9090909090909091,1,0,31tr0.txt
9,5,1,3,2,0,0,0,0,0,0,29,31.03448275862069,17.24137931034483,3.4482758620689653,10.344827586206897,6.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1,0,32tr0.txt
18,7,2,13,4,0,1,0,1,0,1,97,18.556701030927837,7.216494845360825,2.0618556701030926,13.402061855670103,4.123711340206185,0.0,1.0309278350515463,0.0,1.0309278350515463,0.0,1.0309278350515463,0.7777777777777778,3,0,33tr0.txt
12,7,0,11,1,1,0,0,0,0,0,40,30.0,17.5,0.0,27.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0,0,34tr0.txt
13,12,3,12,2,0,1,0,0,2,0,60,21.666666666666668,20.0,5.0,20.0,3.3333333333333335,0.0,1.6666666666666667,0.0,0.0,3.3333333333333335,0.0,0.8,1,0,35tr0.txt
12,7,5,21,1,2,3,0,0,3,5,107,11.214953271028037,6.542056074766355,4.672897196261682,19.626168224299064,0.9345794392523364,1.8691588785046729,2.803738317757009,0.0,0.0,2.803738317757009,4.672897196261682,0.5833333333333334,0,0,36tr0.txt
11,5,3,17,2,1,3,0,0,1,1,107,10.280373831775702,4.672897196261682,2.803738317757009,15.88785046728972,1.8691588785046729,0.9345794392523364,2.803738317757009,0.0,0.0,0.9345794392523364,0.9345794392523364,0.625,2,0,37tr0.txt
16,14,3,19,1,0,1,0,0,0,1,66,24.242424242424242,21.21212121212121,4.545454545454546,28.78787878787879,1.5151515151515151,0.0,1.5151515151515151,0.0,0.0,0.0,1.5151515151515151,0.8235294117647058,1,0,38tr0.txt
20,12,0,10,3,1,2,0,0,1,0,68,29.41176470588235,17.647058823529413,0.0,14.705882352941176,4.411764705882353,1.4705882352941178,2.9411764705882355,0.0,0.0,1.4705882352941178,0.0,1.0,2,0,39tr0.txt
17,10,1,12,2,0,1,0,0,1,0,52,32.69230769230769,19.23076923076923,1.9230769230769231,23.076923076923077,3.8461538461538463,0.0,1.9230769230769231,0.0,0.0,1.9230769230769231,0.0,0.9090909090909091,2,0,3tr0.txt
18,10,2,16,3,1,3,0,0,4,1,111,16.216216216216218,9.00900900900901,1.8018018018018018,14.414414414414415,2.7027027027027026,0.9009009009009009,2.7027027027027026,0.0,0.0,3.6036036036036037,0.9009009009009009,0.8333333333333334,1,0,40tr0.txt
19,11,4,16,8,1,2,0,0,3,0,100,19.0,11.0,4.0,16.0,8.0,1.0,2.0,0.0,0.0,3.0,0.0,0.7333333333333333,2,0,41tr0.txt
15,5,2,11,4,0,1,0,0,0,2,73,20.54794520547945,6.8493150684931505,2.73972602739726,15.068493150684931,5.47945205479452,0.0,1.36986301369863,0.0,0.0,0.0,2.73972602739726,0.7142857142857143,2,0,42tr0.txt
13,10,2,20,3,1,0,0,0,2,0,91,14.285714285714286,10.989010989010989,2.197802197802198,21.978021978021978,3.2967032967032965,1.098901098901099,0.0,0.0,0.0,2.197802197802198,0.0,0.8333333333333334,1,0,43tr0.txt
19,11,4,19,7,2,1,0,0,1,2,102,18.627450980392158,10.784313725490197,3.9215686274509802,18.627450980392158,6.862745098039215,1.9607843137254901,0.9803921568627451,0.0,0.0,0.9803921568627451,1.9607843137254901,0.7333333333333333,3,0,44tr0.txt
19,10,2,12,5,2,3,0,0,0,1,93,20.43010752688172,10.75268817204301,2.150537634408602,12.903225806451612,5.376344086021505,2.150537634408602,3.225806451612903,0.0,0.0,0.0,1.075268817204301,0.8333333333333334,3,0,45tr0.txt
14,10,2,15,2,1,3,0,1,5,1,81,17.28395061728395,12.345679012345679,2.4691358024691357,18.51851851851852,2.4691358024691357,1.2345679012345678,3.7037037037037037,0.0,1.2345679012345678,6.172839506172839,1.2345679012345678,0.8333333333333334,1,0,46tr0.txt
12,8,1,7,6,0,0,0,0,2,1,75,16.0,10.666666666666666,1.3333333333333333,9.333333333333334,8.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,0.8888888888888888,3,0,47tr0.txt
13,9,0,5,1,0,0,0,0,0,0,38,34.21052631578947,23.68421052631579,0.0,13.157894736842104,2.6315789473684212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,48tr0.txt
